style_number,pattern,style_type,color,style_name,accessory1,wash_care,mrp
19136,810,Coat,Brown,Coffee Brown Long Coat with Side Pockets,Buttons,Dry Clean Only,3895
19121,518,Shirt,Yellow,Silk half placket maindarin collar shirt.,Fusing,Dryclean Only,3895
19137,810,Coat,Wine,Solid Wine Long Coat with Side Pockets,Buttons,Dry Clean Only,3895
19122,862,Shirt,Peach,Silk half placket maindarin collar shirt.,Buttons,Dry Clean Only,3895
19123,518,Shirt,Beige,Silk half placket Mandarin collar shirt,Buttons,Hand Wash,3795
19124,784,Shirt,Black,Half Leopard Print & half solid black Shirt,Buttons,Machine Wash,2795
19138,808,Hoodie,Black,Long Jacket With Printed Hoddie,Dori,Dry Clean Only,3595
19125,862,Shirt,Brown,Brown and white big polka dot shirt,Buttons,Machine Wash,2695
19139,808,Hoodie,Yellow,Yellow long jacket with printed hoodie,,Dry Clean Only,3495
19126,862,Shirt,Rust,Rust half placket maindarin collar shirt,Buttons,Machine Wash,2595
19127,862,Shirt,Peach,Silk crepe half placket maindarin collar shirt,Buttons,Machine Wash,3095
19128,862,Shirt,Green,Solid Green crepe half placket maindarin collar shirt,Buttons,Machine Wash,2595
19129,721,Shirt,Black,Black and yellow leopard print half placket mandarin collar shirt,Buttons,Machine Wash,2495
19140,809,Coat,Beige,Beige Teddy Jacket With Leather Collar,,Dry Clean Only,4395
19130,784,Shirt,Black,Solid Black shirt with leopard print collar & placket,Buttons,Machine Wash,2695
19131,862,Shirt,Wine,Solid wine half placket mandarin collar shirt,Buttons,Machine Wash,2695
19141,809,Coat,Green,Green long jacket with leather collar,,Dry Clean Only,3695
19142,807,Coat,Red,Red jacket with spread fur collar,,Dry Clean Only,3495
19112,250,Shirt,Yellow,Yellow Silk Shirt embelished with sequins cuff,Buttons,Dry Clean Only,4695
19143,807,Coat,Black,Black jacket with spread fur collar,,Dry Clean Only,4395
19144,806,Coat,Green,Green long coat with black fur collar,,Dry Clean Only,3695
19114,250,Shirt,Beige,Silk shirt featuring a classic collar shirt,Buttons,Dry Clean Only,4395
19145,806,Coat,Gray,Grey long coat with black fur collar,,Dry Clean Only,3795
19146,805,Hoodie,Black,Black jacket with printed hoodie,,Dry Clean Only,3495
19147,805,Hoodie,Black,Black jacket with fur hoodie,,Dry Clean Only,3895
19148,518,Shirt,Black,Chain Print half-placket shirt with full sleeves and cuffs,Buttons,Machine Wash,2795
19149,784,Shirt,Navy,Navy and green floral colorblock shirt.,Fusing,Machine Wash,2895
19150,812,Top,Red,Red and white striped V-neck top,Fusing,Hand Wash,2495
19151,812,Top,Blue,Blue and white striped V-neck top,Fusing,Hand Wash,2495
19152,811,Dress,Gray,Color-block winter midi dress,,Dry Clean Only,3495
19153,811,Dress,Blue,Color-block winter midi dress,,Dry Clean Only,3495
19154,806,Coat,Black,Black long coat with printed fur collar,Buttons,Dry Clean Only,4595
19155,689,Coat,Black,Black fleece long jacket with printed collar,,Dry Clean Only,3695
19156,814,Top,Yellow,Yellow half placket collared shirt,Buttons,Machine Wash,2595
19157,815,Dress,Black,Color-block oversized dress with belt,Buttons,Machine Wash,3095
19158,783,Top,Black,V-shape hemline color block Kimono top,,Machine Wash,2495
19159,518,Top,Navy,Navy Blue plaid mandarin collar shirt,Buttons,Machine Wash,2695
19160,816,Top,Black,V-neck black striped top,Fusing,Machine Wash,2495
19161,689,Coat,Pink,Baby pink fleece long jacket,Fusing,Dry Clean Only,3995
19164,817,Coat,Gray,Grey collared coat,Fusing,Dry Clean Only,3695
19166,792,Dress,Red,Red slit dress with sequin embellishment,Buttons,Dry Clean Only,2995
19167,519,Dress,Black,Elegant Black georgette party Maxi dress.,Zips,Dry Clean Only,4095
19169,792,Dress,Pink,Pink slit dress with sequin embellishment,Buttons,Dry Clean Only,2895
19168,519,Dress,Fucia,Elegant Fucia georgette party Maxi dress,Zips,Dry Clean Only,3895
19116,250,Shirt,Peach,"Silk shirt featuring a classic collar,",Fusing,Dry Clean Only,3995
19170,784,Shirt,Olive,Silk classic party wear collar shirt,Fusing,Hand Wash,3495
19171,798,Shrug,Navy,Navy and white Check print shrug features 3/4 regular sleeves,,Machine Wash,2395
19172,0,Shirt,Yellow,Yellow solid with owl print patch pocket and back yoke shirt collar shirt,Fusing,Machine Wash,2495
19173,519,Dress,Orange,Orange Elegant party Maxi dress,Zips,Dry Clean Only,5495
19174,10139,DRESS,Orange,Orange georgette A-Line swing dress with ombre sequins,,Dry Clean Only,4095
19175,250,Shirt,Gray,"Silk classic collar shirt featuring V-neck,",Fusing,Dry Clean Only,3895
19162,562,Top,Green,Green floral net V-Neck top.,,Hand Wash,2995
19163,562,Top,Lavender,Lavender floral net V-Neck top.,,Hand Wash,2995
19165,817,Coat,Beige,Beige collared coat,,Dry Clean Only,4195
19202,698,Kaftan,Coral,Coral Silk Kaftan,Fusing,Dry Clean Only,4595
19203,698,Kaftan,Purple,Purple Silk Kaftan,Fusing,Dry Clean Only,4595
19204,108,Dress,Magenta,Magenta Silk Dress,Fusing,Dry Clean Only,4395
19205,698,Shirt,Navy,Navy Silk Shirt,Fusing,Dry Clean Only,3295
19206,698,Kaftan,Yellow,Yellow Silk Kaftan,Fusing,Dry Clean Only,4295
19207,698,Kaftan,Burgundy,Burgundy Georgette Kaftan,Fusing,Dry Clean Only,3495
19208,108,Dress,Olive,Olive Silk Dress,Fusing,Dry Clean Only,3695
19209,819,Dress,Blue,Bodycon dress with sequin shoulder patch,,Dry Clean Only,3095
19210,822,Dress,Black,Black bodycon dress with Foil print ruffles,Zips,Hand Wash,2995
19211,821,Dress,Maroon,One shoulder bodycon party dress,Chain,Dry Clean Only,4895
19212,823,Dress,Sea Green,Halter neck bodycon dress,Elastic,Machine Wash,2495
19213,823,Dress,Black,Black halter neck bodycon dress,Elastic,Machine Wash,2495
19214,824,Dress,Navy Blue,Blue fit and flare velvet dress,,Hand Wash,5095
19215,823,Dress,Lavender,Halter neck bodycon dress,Elastic,Machine Wash,2495
19216,819,Dress,Red,Bodycon dress with shoulder sequin patch,,Dry Clean Only,3095
19217,822,Dress,Red,Red bodycon frill dress,Zips,Hand Wash,2895
19218,821,Dress,Navy Blue,One shoulder bodycon dress,Chain,Hand Wash,4895
19219,826,Dress,Black,Off-shoulder bodycon dress with sequin sleeves,Elastic,Dry Clean Only,5095
19220,827,Dress,Black,Black bodycon dress with back sequin strap,,Dry Clean Only,2895
19221,818,Dress,Black,Black bodycon dress with net sleeves,,Hand Wash,2895
19222,820,Dress,Black,Black bodycon dress with sequin embellishment,,Dry Clean Only,3995
19223,828,Dress,Black,Off-shoulder black bodycon dress,Elastic,Dry Clean Only,4095
19224,815,Dress,Black,Color-block oversized dress with belt,Buttons,Machine Wash,2995
19225,825,Dress,Black,Black bodycon dress with lantern sleeves,Elastic,Machine Wash,2995
19226,829,Top,Black,Black top with lantern sleeves,Elastic,Machine Wash,2795
19227,830,Shirt,Black,Color-block animal print shirt,Buttons,Machine Wash,2495
19228,831,Dress,Black,V-neck color-block dress,,Machine Wash,2495
19229,834,Hoodie,Gray,Color-block zipper hoodie,Zips,Dry Clean Only,3695
19230,833,Dress,Black,Sequin neckline black bodycon dress,Elastic,Machine Wash,4295
19231,837,Dress,Maroon,Velvet bodycon dress with back sequin tie-knot,,Dry Clean Only,6295
19232,832,Dress,Black,Black bodycon dress with puff sleeves,Zip,Hand Wash,3095
19233,838,Dress,Black,Black bodycon dress sequin tie,,Dry Clean Only,3295
19234,839,Dress,Maroon,Off-shoulder velvet dress,Elastic,Machine Wash,4395
19235,839,Dress,Blue,Velvet off-shoulder dress,Elastic,Hand Wash,4395
19236,838,Dress,Red,Red bodycon dress with sequin tail,,Dry Clean Only,3095
19237,837,Dress,Blue,Velvet bodycon dress with back sequin tie-knot,,Hand Wash,6295
19238,849,Coat,Black,Black fleece coat with printed collar,Fusing,Dry Clean Only,3995
19239,842,Coat,Brown,Brown fleece blazer with white notch collar,Fusing,Dry Clean Only,3795
19240,843,Shrug,Blue,Blue velvet party blazer,Fusing,Dry Clean Only,6095
19241,843,Coat,Maroon,Maroon velvet party blazer,Fusing,Dry Clean Only,6095
19242,836,Dress,Maroon,Maroon velvet long evening dress,,Hand Wash,5795
19243,845,Top,Black,,Chain,Dry Clean Only,3495
19244,844,Top,Black,,Chain,Dry Clean Only,4895
19250,850,Skirt,Sea Green,Side slit fitted skirt,Elastic,Machine Wash,2495
19251,835,Sweatshirt,Black,Half zipper black sweatshirt,Zips,Dry Clean Only,3595
19252,835,Sweatshirt,Beige,Half zipper beige sweatshirt,Zips,Dry Clean Only,3595
19253,835,Sweatshirt,Green,Half zipper green sweatshirt,Zips,Dry Clean Only,3595
19254,835,Sweatshirt,Pink,Half zipper pink sweatshirt,Zips,Dry Clean Only,3595
19245,844,Top,Black,,Chain,Dry Clean Only,4495
19246,846,Dress,Royal Blue,,Fusing,Machine Wash,3295
19247,768,Top,Black,,Chain,Dry Clean Only,2895
19248,848,Top,Black,,,Machine Wash,3395
19249,721,Shirt,Brown,,Fusing,Dry Clean Only,2495
19255,847,Top,Black,,Elastic,Machine Wash,2695
19256,866,Top,Peach,Satin printed Tie-Up Neck Top,,Machine Wash,2395
19257,518,Shirt,Purple,Half placket shirt,Fusing,Dry Clean Only,3095
19258,518,Shirt,Royal Blue,Half placket shirt,Fusing,Hand Wash,3095
19259,518,Shirt,Olive,Half placket shirt,Fusing,Hand Wash,3095
19260,819,Dress,Black,Bodycon dress with sequin shoulder patch,,Dry Clean Only,3295
19262,698,Shirt,Purple,,Fusing,Dry Clean Only,4095
19261,731,Top,Black,,Buttons,Machine Wash,2595
19263,755,Shirt,Indigo Blue,Cotton blue regular shirt,Buttons,Hand Wash,2895
19264,755,Shirt,Magenta,Magenta Cotton Regular shirt,Buttons,Hand Wash,2895
19265,755,Shirt,Orange,Orange cotton regular shirt,Buttons,Hand Wash,2895
19266,755,Shirt,Turquoise,Turquoise cotton regular shirt,Buttons,Hand Wash,2895
19267,755,Shirt,Black,Black cotton regular shirt,Buttons,Hand Wash,2895
19268,755,Shirt,Brown,Brown cotton regular shirt,Buttons,Hand Wash,2895
19269,755,Shirt,Navy Blue,Navy Blue cotton regular shirt,Buttons,Hand Wash,2895
19270,755,Shirt,Fucia,fuchsia pink cotton regular shirt,Buttons,Hand Wash,2895
19271,755,Shirt,Green,green cotton regular shirt,Buttons,Hand Wash,2895
19272,755,Shirt,Gray,Grey cotton regular shirt,Buttons,Hand Wash,2895
19273,755,Shirt,Heather blue,Heather blue cotton shirt,Buttons,Hand Wash,2895
19274,614,Dress,Turquoise,Turquoise A-Line Cotton Dress,Fusing,Hand Wash,2795
19275,614,Dress,Black,Black A-Line Cotton Dress,Fusing,Hand Wash,2795
19276,614,Dress,Brown,Brown A-Line Cotton Dress,Fusing,Hand Wash,2795
19277,614,Dress,Heather Blue,Heather Blue A-Line Cotton Dress,Fusing,Hand Wash,2795
19278,614,Dress,Blue,Blue A-Line Cotton Dress,Fusing,Hand Wash,2795
19279,614,Dress,Magenta,Magenta A-Line Cotton Dress,Fusing,Hand Wash,2795
19280,614,Dress,Orange,Orange A-Line Cotton Dress,Fusing,Hand Wash,2795
19281,614,Dress,Green,Green A-Line Cotton Dress,Fusing,Hand Wash,2795
19282,614,Dress,fucia,Fusia Pink A-Line Cotton Dress,Fusing,Hand Wash,2795
19283,614,Dress,Navy,Navy A-Line Cotton Dress,Fusing,Hand Wash,2795
19284,755,Shirt,Gray,Contrast Cotton Regular Shirt,Fusing,Hand Wash,2895
19285,755,Shirt,Gray,Contrast Cotton Regular Shirt,Fusing,Hand Wash,2895
19286,755,Shirt,Orange,Contrast Cotton Regular Shirt,Fusing,Hand Wash,2895
19287,755,Shirt,Fucia,Contrast Cotton Regular Shirt,Fusing,Hand Wash,2895
19288,755,Shirt,Green,Green Regular Satin Shirt,Fusing,Hand Wash,2895
19289,755,Shirt,Olive,Olive Regular Satin Shirt,Fusing,Hand Wash,2895
19304,755,Shirt,Brown,Brown Lycra Regular Shirt,Fusing,Hand Wash,3695
19290,755,Shirt,Beige,Beige Lycra Regular Shirt,Fusing,Hand Wash,3695
19291,858,Shirt,Blue,Blue & White Stripe oversized Shirt,Fusing,Hand Wash,3095
19292,858,Shirt,Maroon,Maroon Stripe oversized Shirt,Fusing,Hand Wash,3095
19293,858,Shirt,Red,Red & White Stripe oversized Shirt,Fusing,Hand Wash,3095
19294,858,Shirt,Multi,Multi Color Stripe oversized shirt,Fusing,Hand Wash,3095
19295,858,Shirt,Navy,Navy Stripe oversized Shirt,Fusing,Hand Wash,3095
19296,858,Shirt,Navy,Navy & White Stripe oversized Shirt,Fusing,Hand Wash,3095
19297,858,Shirt,Burgundy,Burgundy Stripe oversized Shirt,Fusing,Hand Wash,3095
19298,858,Shirt,Black,Black Stripe oversized Shirt,Fusing,Hand Wash,3095
19299,858,Shirt,Yellow,Yellow Stripe oversized Shirt,Fusing,Hand Wash,3295
19300,858,Shirt,Black,Black Stripe oversized Shirt,Fusing,Hand Wash,3095
19301,815,Dress,Green,Contrast Zebra Print Shirt,Fusing,Hand Wash,3195
19302,815,Dress,Black,Contrast printed dress with ruffle hem,Fusing,Hand Wash,3195
19303,815,Dress,Green,Contrast Green Geometrical Print Dress,Fusing,Hand Wash,3195
19305,10139,Dress,Pink,Pink Solid A-Line Dress With Scarf,,Hand Wash,3095
19306,10139,Dress,Lavender,Lavender Solid A-Line Dress With Scarf,,Hand Wash,3095
19307,10139,Dress,sky blue,Sky Blue Solid A-Line Dress With Scarf,,Hand Wash,3095
19308,603,Dress,Yellow,Yellow Georgette sequins party maxi dress,Zips,Machine Wash,4295
19309,603,Dress,Pink,Elegant Pink Georgette party maxi dress,Zips,Machine Wash,3795
19310,603,Dress,Multi,Elegant Multi Georgette party maxi dress,Zips,Machine Wash,3995
19311,603,Dress,Olive,Elegant Olive Printed Georgette party maxi dress,Zips,Machine Wash,3795
19312,603,Dress,Multi,Elegant Multi Colour Georgette party maxi dress,Zips,Machine Wash,3795
19313,783,Top,Gray,V-shape hemline color block Kimono top,,Hand Wash,2395
19314,798,Shrug,Multi,Multi Animal print shrug features 3/4 regular sleeves,,Machine Wash,2795
19315,798,Shrug,Navy,Navy and white print shrug features 3/4 regular sleeves,,Machine Wash,2595
19316,854,Dress,Pink,Pink Polka & Stripe Oversized Dress,Fusing,Machine Wash,3195
19317,854,Dress,Black,Black Polka & Stripe Oversized Dress,Fusing,Machine Wash,3195
19318,860,Top,Olive,Olive Satin Tie Top,,Machine Wash,2695
19319,860,Top,Green,Green Satin Tie Top,,Machine Wash,2695
19320,860,Top,Black,Black Polka Tie Top,,Machine Wash,2495
19321,858,Shirt,Magenta,Magenta stripe oversized shirt,Fusing,Machine Wash,3095
19322,858,Shirt,Red,Red stripe oversized shirt,Fusing,Machine Wash,3095
19323,856,Dress,Olive,Olive abstract print rayon dress,Fusing,Hand Wash,3595
19324,856,Dress,Yellow,Yellow flower print rayon dress,Fusing,Hand Wash,3595
19325,856,Dress,Magenta,Magenta rayon dress with contrast banded collar,Fusing,Hand Wash,3195
19326,856,Dress,Turquoise,Rayon oversized dress with contrast banded collar,Fusing,Hand Wash,3195
19327,858,Shirt,Magenta,Magenta polka dot oversized shirt,Fusing,Machine Wash,3195
19328,858,Shirt,Blue,Blue polka dot oversized shirt,Fusing,Machine Wash,3195
19329,854,Dress,Red,Red Polka & Stripe Hi Low Oversize Dress,Fusing,Machine Wash,3395
19330,854,Dress,Blue,Navy Polka & Stripe Hi Low Oversize Dress,Fusing,Machine Wash,3395
19331,871,Dress,Green,Green polka tiered dress,,Machine Wash,2595
19332,871,Dress,Green,Green zebra print tiered dress,,Machine Wash,2595
19333,871,Dress,Green,Green cotton tiered dress,,Hand Wash,2595
19334,857,Top,Yellow,Yellow polka top,Elastic,Machine Wash,2195
19335,861,Shorts,Yellow,Yellow polka shorts,Elastic,Machine Wash,1995
19336,857,Top,Blue,Blue polka top,Elastic,Machine Wash,2195
19337,861,Shorts,Blue,Blue polka shorts,Elastic,Machine Wash,1995
19338,755,Shirt,Multi,Face print yellow shirt,Buttons,Machine Wash,2995
19339,872,Dress,Red,Rayon printed empire dress,Elastic,Machine Wash,3695
19340,880,Dress,Black,Animal print A-line dress,Fusing,Machine Wash,3095
19341,878,Shirt,Magenta,Magenta polka shirt,,Machine Wash,2195
19342,872,Dress,Peach,Floral print summer dress,Elastic,Machine Wash,2895
19343,873,Top,Multi,Printed crepe pleated top,,Machine Wash,2195
19344,879,Shrug,Brown,Brown border printed shrug,,Machine Wash,2195
19345,869,Dress,Green,Green printed kaftan,,Machine Wash,2495
19346,869,Dress,Red,Red printed kaftan dress,,Machine Wash,2495
19347,870,Top,Navy,Navy blue sleeveless strip shirt,,Machine Wash,1995
19388,870,Top,Orange,Multi color strip sleeveless top,,Machine Wash,1995
19387,870,Top,Blue,Blue and white strip top,,Machine Wash,1995
19350,783,Top,Yellow,Floral print yellow kimono top,,Machine Wash,2495
19351,783,Top,Red,Printed red and solid kimono top,,Machine Wash,2295
19352,874,Top,Lavender,Lavender rib crop top,Fusing,Machine Wash,2295
19353,855,Shirt,Turquoise,Turquoise rayon full placket shirt,Buttons,Machine Wash,3095
19354,874,Top,Red,Red rib crop top,Fusing,Machine Wash,2295
19355,860,Top,Beige,Satin printed tie top,,Machine Wash,3095
19356,768,Top,Lavender,Cowl neck lavender top,,Machine Wash,2595
19357,755,Shirt,Green,Green polka drop shoulder shirt,Fusing,Machine Wash,2795
19358,755,Shirt,Lavender,Lavender polka drop shoulder shirt,Fusing,Machine Wash,2795
19359,755,Shirt,Blue,Blue polka drop shoulder shirt,Fusing,Machine Wash,2795
19360,755,Shirt,Peach,Animal print drop shoulder shirt,Fusing,Machine Wash,2895
19361,755,Shirt,White,Tropical print drop shoulder shirt,Fusing,Machine Wash,2795
19362,721,Shirt,Rust,Mustard polka half placket shirt,Fusing,Machine Wash,2595
19363,721,Shirt,Navy,Navy polka half placket shirt,Fusing,Machine Wash,2595
19364,721,Shirt,Green,Green polka half placket shirt,Fusing,Machine Wash,2595
19365,721,Shirt,Lavender,Lavender polka half placket shirt,Fusing,Machine Wash,2595
19366,721,Shirt,Beige,Beige half placket shirt,Fusing,Machine Wash,2995
19367,10142,Shrug,Blue,Multi color shrug,,Machine Wash,2495
19368,10142,Shrug,Pink,Pink multi color shrug,,Machine Wash,2295
19369,798,Shrug,Multi,Tropical print shrug,,Machine Wash,2595
19370,856,Dress,Lavender,Lavender floral print dress,Fusing,Hand Wash,3095
19371,879,Shrug,Rust,Mustard polka shrug,,Machine Wash,2095
19372,861,Shorts,Rust,Mustard polka shorts,Elastic,Machine Wash,1895
19373,961,Kaftan,Blue,Summer print short kaftan,,Machine Wash,2495
19374,768,Top,Red,Red slim fit top,Chain,Machine Wash,3295
19375,768,Top,Mint Green,Green slim fit top,Chain,Dry Clean Only,3195
19376,768,Top,Lavender,Lavender slim fit top,Chain,Dry Clean Only,3195
19377,750,Dress,Mint Green,Green floral midi dress,Zips,Machine Wash,2895
19378,750,Dress,Peach,Peach floral print midi dress,Zips,Machine Wash,2895
19379,868,Dress,White,Wrap around color blocked dress,,Machine Wash,3095
19380,859,Dress,Rust,Mustard polka dress,Fusing,Machine Wash,2795
19381,858,Shirt,Green,Green stripe oversized shirt,Fusing,Machine Wash,3195
19382,856,Dress,Red,Rayon floral print dress,Fusing,Dry Clean Only,3095
19383,858,Shirt,Yellow,Yellow multi stripe oversized shirt,Fusing,Machine Wash,3295
19384,906,Shorts,White,White cotton shorts,Zips,Hand Wash,2295
19385,905,Pant,White,White lycra pant,Elastic,Dry Clean Only,4095
19386,907,Shorts,White,White lycra shorts,Zips,Dry Clean Only,3195
19349,902,Shirt,Blue,White & blue stripe drop shoulder half placket shirt,Fusing,Machine Wash,2595
19348,902,Shirt,Orange,Multi color stripe drop shoulder half placket shirt,Fusing,Machine Wash,2595
19389,904,Top,Yellow,Ruffle neck solid summer top,,Machine Wash,2095
19390,721,Shirt,Burgundy,Burgundy half placket shirt,Fusing,Machine Wash,2795
19391,721,Shirt,Brown,Coco brown half placket shirt,Fusing,Machine Wash,2795
19392,858,Shirt,Multi,Multi color stripe oversized shirt,Fusing,Machine Wash,2995
19393,867,Dress,Multi,Paisley print sleeveless dress with square neck,Zips,Machine Wash,2595
19394,698,Kaftan,Pink,Pink multi kaftan shirt,Lace,Machine Wash,2495
19395,797,Top,Gray,Peter pan collar with puffed sleeves,Buttons,Dry Clean Only,2595
19396,903,Dress,Yellow,Yellow stripe dress with tie & dye print back,,Machine Wash,2795
19397,902,Shirt,Black,Printed black drop shoulder half placket shirt,Fusing,Machine Wash,2395
19398,909,Shirt Dress,Yellow,Yellow flower print shirt dress,Buttons,Dry Clean Only,3595
19399,9011,Shirt,Yellow,Lemon yellow drop shoulder shirt,Buttons,Dry Clean Only,2695
19400,9010,Pant,Yellow,Lemon yellow pant,Elastic,Dry Clean Only,2395
19401,902,Shirt,White,Floral drop shoulder half placket shirt,Fusing,Machine Wash,2795
19402,798,Shrug,Black,Snake print shrug,,Machine Wash,2695
19403,798,Shrug,Red,Red printed shrug,,Machine Wash,2695
19404,755,Shirt,Yellow,Mustard rayon drop shoulder shirt,Fusing,Hand Wash,3395
19405,755,Shirt,Lavender,Lavender rayon drop shoulder shirt,Fusing,Hand Wash,3395
19406,755,Shirt,Red,Red rayon drop shoulder shirt,Fusing,Hand Wash,3395
19407,755,Shirt,Olive,Olive rayon drop shoulder shirt,Fusing,Hand Wash,3395
19408,755,Shirt,Orange,Abstract print drop shoulder shirt,Fusing,Machine Wash,3195
19409,926,Kaftan,Blue,Blue Floral print short kaftan,,Machine Wash,2895
19410,926,Kaftan,Green,Paisley print short kaftan,,Machine Wash,2695
19411,904,Top,Black,Ruffle neck summer top,,Machine Wash,2195
19412,904,Top,Green,Parrot green ruffle neck top,,Machine Wash,2195
19413,904,Top,Blue,Ruffle neck solid summer top,,Machine Wash,2195
19414,913,Top,Navy,Navy ruffle neck top,,Machine Wash,2395
19415,913,Top,Brown,Brown ruffle neck top,,Machine Wash,2395
19416,913,Top,Blue,Blue ruffle neck top,,Machine Wash,2595
19417,913,Top,Brown,Dark brown ruffle neck top,,Machine Wash,2595
19418,913,Top,Black,Black polka and stripe ruffle neck top,,Machine Wash,2595
19419,903,Dress,Red,Floral print loose fit dress with front slit,,Machine Wash,2695
19420,10142,Shrug,Navy,Navy polka long shrug,,Machine Wash,2695
19421,902,Shirt,Beige,Beige drop shoulder half placket linen shirt,,Hand Wash,3095
19422,902,Shirt,Red,Red drop shoulder half placket linen shirt,,Hand Wash,3095
19423,721,Shirt,Pink,Pink stripe drop shoulder half placket linen shirt,,Hand Wash,3195
19424,814,Shirt,Pink,Pink half placket collared linen shirt,,Hand Wash,2995
19425,914,Shirt,Green,Stripe drop shoulder linen shirt with solid pocket & yoke,,Hand Wash,3095
19426,755,Shirt,Blue,Blue stripe drop shoulder linen shirt,,Hand Wash,3195
19427,919,Dress,Rust,Rust brown oversize linen dress,,Hand Wash,3295
19428,912,Shirt,Pink,Pink linen oversized shirt,,Hand Wash,3195
19451,912,Shirt,Navy,Tie & dye oversized rayon shirt,Fusing,Hand Wash,3795
19467,912,Shirt,Rust,Cotton block print oversized shirt,,Hand Wash,4295
19468,912,Shirt,Rust,Rust rayon oversized shirt,Fusing,Hand Wash,3395
19469,912,Shirt,Navy,Navy polka oversized shirt,Fusing,Machine Wash,2895
19470,912,Shirt,Yellow,Yellow polka oversized shirt,Fusing,Machine Wash,2895
19471,912,Shirt,Mint Green,Green polka oversized shirt,Fusing,Machine Wash,2895
19472,912,Shirt,Brown,Brown polka oversized shirt,Fusing,Machine Wash,2895
19473,912,Shirt,Blue,Light blue polka oversized shirt,Fusing,Machine Wash,2895
19474,912,Shirt,Pink,Pink polka oversized shirt,Fusing,Machine Wash,2895
19475,912,Shirt,White,White oversized shirt with block print embelishments,Fusing,Hand Wash,3095
19476,912,Shirt,Yellow,Lemon yellow oversized shirt with block print embelishments,Fusing,Hand Wash,2995
19477,912,Shirt,Red,Red rayon oversized shirt with block print embelishments,Fusing,Hand Wash,2995
19478,912,Shirt,Pink,Pink rayon oversized shirt with block print embelishments,Fusing,Hand Wash,2995
19479,755,Shirt,Red,Color-block printed rayon drop shoulder shirt,Fusing,Hand Wash,3195
19480,755,Shirt,Pink,Pink Color-block printed rayon drop shoulder shirt,Fusing,Hand Wash,3195
19481,912,Shirt,Green,Green block print oversized shirt,Buttons,Hand Wash,4095
19482,755,Shirt,Green,Cotton block print drop shoulder shirt,Buttons,Hand Wash,3895
19483,915,Dress,Blue,Cotton Block print short kaftan,Button,Hand Wash,3295
19484,903,Dress,White,Tie dye printed rayon loose fit dress with front slit,Buttons,Hand Wash,3095
19485,903,Dress,Peach,Peach loose fit dress with front slit,Buttons,Hand Wash,2695
19486,903,Dress,Olive,Olive green loose fit dress with front slit,Buttons,Hand Wash,2695
19487,903,Dress,Yellow,Lemon Yellow loose fit dress with front slit,Buttons,Hand Wash,2695
19488,903,Dress,Gray,Floral print loose fit dress with front slit,Buttons,Machine Wash,2495
19489,916,Top,Black,Black spaghetti top,Buttons,Machine Wash,2195
19490,916,Top,Olive,Olive cotton block print spaghetti top,Buttons,Hand Wash,2995
19491,916,Top,Red,Cotton block print spaghetti top,Buttons,Hand Wash,2995
19492,779,Top,Pink,Peplum rayon top with printed neckline,Buttons,Hand Wash,2995
19493,918,Dress,Olive,Cotton block print A-line dress,Lace,Hand Wash,4195
19494,917,Top,Orange,Cotton block print A-line top,Buttons,Hand Wash,3695
19495,909,Shirt Dress,Teal,Teal floral print shirt dress,Fusing,Machine Wash,2795
19496,909,Shirt Dress,Black,Black polka shirt dress,Fusing,Machine Wash,2895
19497,912,Shirt,Yellow,Mustard paisley print oversized shirt,Buttons,Hand Wash,3495
19498,912,Shirt,Maroon,Maroon floral print oversized shirt,Buttons,Hand Wash,3295
19499,912,Shirt,Maroon,Maroon polka oversized shirt,Fusing,Machine Wash,2795
19500,912,Shirt,Pink,Pink floral oversized shirt,Fusing,Machine Wash,2695
19501,542,Shirt Dress,Black,Black polka shirt dress with v neck,Fusing,Machine Wash,3095
19502,542,Shirt Dress,Red,Red polka shirt dress with v neck,Fusing,Machine Wash,3095
19503,912,Shirt,Pink,Cotton printed oversized shirt,,Hand Wash,3495
19504,250,Shirt,Pink,Printed cotton classic collar shirt featuring V-neck,Buttons,Hand Wash,3495
19505,922,Shirt,Black,Black rayon half placket shirt with printed pleat in back,Fusing,Hand Wash,2895
19506,922,Shirt,Pink,Peach rayon half placket shirt with printed pleat in back,Fusing,Hand Wash,2795
19507,922,Shirt,Blue,Heather blue half placket shirt with printed pleat in back,Fusing,Hand Wash,2895
19508,692,Kaftan,Blue,Printed chiffon long v-neck kaftan,Buttons,Hand Wash,2495
19509,692,Kaftan,Blue,Blue multi print long v-neck kaftan,Buttons,Hand Wash,2695
19510,920,Top,Green,Green cotton slub vest top,Buttons,Hand Wash,2695
19511,921,Shirt,Green,Green cotton slub notch collar shirt,Buttons,Hand Wash,2695
19512,926,Kaftan,Multi,Printed cotton short kaftan,Buttons,Hand Wash,2595
19513,924,Top,Pink,Pink floral print spaghetti top,Buttons,Hand Wash,2595
19514,925,Top,Blue,Oversized V-neck top,Buttons,Hand Wash,2495
19515,927,Dress,Magenta,Magenta Maxi dress with statement flower bow,Buttons,Machine Wash,2695
19516,927,Dress,Turquoise,Turquoise maxi dress with statement flower bow,Buttons,Machine Wash,2695
19517,923,Shirt Dress,Blue,Blue linen relax fit shirt dress,Buttons,Hand Wash,3695
19518,750,Dress,Brown,Abstract print lycra midi dress,Buttons,Machine Wash,2895
19519,721,Shirt,Gray,Linen striped Mandrain collar shirt,Buttons,Hand Wash,3195
