Style Number,Style Sketch/Image Link,Line?,Pattern Number,Sleeve Pattern Number,Style Type,Style Primary Color,Fabric Type,Style Name,Style Description,Fabric 1 Name,Fabric 1 Status,Fabric 1 Quantity (in meter),Fabric 1 Rate (Rs per meter),Fabric 2 Name,Fabric 2 Status,Fabric 2 Quantity (in meter),Fabric 2 Rate (Rs per meter),Fabric 3 Name,Fabric 3 Status,Fabric 3 Quantity (in meter),Fabric 3 Rate (Rs per meter),Accessory 1 Type,Accessory 1 Status,Accessory 1 Quantity,Accessory 1 Rate,Accessory 2 Type,Accessory 2 Status,Accessory 2 Quantity,Accessory 2 Rate,Accessory 3 Type,Accessory 3 Status,Accessory 3 Quantity,Accessory 3 Rate,Dyeing Cost,Labor (hours),Prints,Occasion,Neck Style,Main Trend,Fitting Type,Collar Type,Sleeve Type,Style Secondary Color,Primary Color Shade,Sleeve Length,Season,Hemline,Transparency,Lining,Wash Care,Closure,Bust (Inches) - XS,Chest (inches) - XS,Front Length (inches) - XS,Hips (inches),Waist (inches) - XS,Across Shoulder (inches) - XS,Sleeve Length (inches) - XS,Organic/Sustainable?,Dress Type,Shirt Type,Email Address,Fabric 1 Number,Fabric 2 Number,Fabric 3 Number,Accessory 1 Number,Accessory 2 Number,Accessory 3 Number,Dress Length,Fabric Cost,Accessory Cost,Labor Cost,Dyeing Cost,Packing Cost,Total Cost (USD),Discount (%),Discount Rupees,Target SP (INR),1st Discounted Price,1st Discount (Rs),2nd Discounted Price,2nd Discount (Rs),Clearance Price,Clerance Discount (Rs),Outlet Price,Total Cost (INR),MRP,Style Status,MSRP (USD),Discount %,Premium Style?,Exact Inventory,Inactive,Checked,Photo
15082,"https://drive.google.com/open?id=1LEs6qrgKhRyO3zKyIomJ3ZfHHWj-HWNR, https://drive.google.com/open?id=10ABQf2k-0JrSFZmgisQVwA17-YRbsNmu",Qurvii,711,,Dress,Red,Rib,Red Rib Slim Fit strech dress ,Red Rib Slim Fit Dress with Straight Hemline,rib,In store and available,2,125,,,,,,,,,,,,,,,,,,,,,,3,Solid,"Casual, Smart Casual",Boat Neck,"Bohemian, Slip Dress",Slim Fit,Not Applicable,Not Applicable,Red,Dark,Half,Summer,Straight,Opaque,Without,Hand Wash,Not Applicable,36,35,35,38,28,14,10,No,Other,,,0,,,,,,,?250.00,?0.00,?150.00,,?45.00,4.94,100.00%,,,"2,199.00","1,396.00","1,299.00","2,296.00",899,"2,696.00",699,?445.00,"3,595.00",,40,,FALSE,FALSE,FALSE,FALSE,"https://drive.google.com/uc?export=view&id=1LEs6qrgKhRyO3zKyIomJ3ZfHHWj-HWNR, https://drive.google.com/open?id=10ABQf2k-0JrSFZmgisQVwA17-YRbsNm"
15081,https://drive.google.com/open?id=1fQRqsuXIW_bh0SGgoWuDXNAnysz9OHkY,Qurvii,10139,,Dress,Ivory,Net,Ivory floral net A line dress ,Ivory Net Regular Fit Dress with Flared Hemline and With Lining,net ,In store and available,3,35,Lining ,In store and available,2,50,,,,,,,,,,,,,,,,,,3,Floral,"Evening, Party, Festival",V Neck,"Bohemian, Floral, Schiffli",Regular Fit,Classic Collar,Bell Sleeve,Ivory,Light,Three Quarter,Summer,Flared,Opaque,With,Hand Wash,Not Applicable,36,35,35,38,28,14,19,No,A-Line,,,0,0,,,,,,?205.00,?0.00,?150.00,,?45.00,4.44,100.00%,,,"1,999.00","1,196.00","1,199.00","1,996.00",799,"2,396.00",599,?400.00,"3,195.00",,36,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1fQRqsuXIW_bh0SGgoWuDXNAnysz9OHkY
15080,https://drive.google.com/open?id=1ro83KNUMl3qBqAhmkSDzaccEwstEJMGg,Qurvii,10139,,Dress,Green,Net,Green Flloral  netA line dress ,Green Net Relaxed Fit Dress with Flared Hemline and With Lining,Net,In store and available,3,35,lining ,In store and available,2,50,,,,,,,,,,,,,,,,,,3,Floral,"Party, Festival",V Neck,"Bohemian, Floral",Relaxed Fit,Collarless,Bell Sleeve,Black,Dark,Three Quarter,Summer,Flared,Opaque,With,Hand Wash,Not Applicable,36,35,36,38,28,14,19,No,A-Line,,,0,0,,,,,,?205.00,?0.00,?150.00,,?45.00,4.44,100.00%,,,"1,999.00","1,196.00","1,199.00","1,996.00",799,"2,396.00",599,?400.00,"3,195.00",,36,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1ro83KNUMl3qBqAhmkSDzaccEwstEJMGg
15079,https://drive.google.com/open?id=1Ztsg_HRkxJLoafwg8Mv5B_y2cNsAdpZO,Qurvii,10139,751,Dress,Lavender,Georgette,Lavender floral A line dress ,Lavender Georgette Relaxed Fit Dress with Flared Hemline and With Lining,georgette ,In store and available,3,45,Lining ,In store and available,2,40,,,,,,,,,,,,,,,,,,3,Floral,Beach,V Neck,Floral,Relaxed Fit,Collarless,Bell Sleeve,Black,Dark,Half,Summer,Flared,Opaque,With,Hand Wash,Not Applicable,36,35,36,38,28,14,10.5,No,A-Line,,,0,0,,,,,,?215.00,?0.00,?150.00,,?45.00,4.56,100.00%,,,"2,099.00","1,196.00","1,199.00","2,096.00",799,"2,496.00",599,?410.00,"3,295.00",,37,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1Ztsg_HRkxJLoafwg8Mv5B_y2cNsAdpZO
15078,https://drive.google.com/open?id=1ylkMjJn7P3KOXwYpsuSpqtwq-GW9tbVI,Qurvii,10139,,Dress,Navy,Georgette,navy polka dress ,Navy Georgette Regular Fit Dress with Curved Hemline and With Lining,Georgette ,In store and available,3,45,Lining ,In store and available,2,40,,,,,,,,,,,,,,,,,,3,Polka,"Evening, Festival",V Neck,"Bohemian, Polka Dots",Regular Fit,Collarless,Bell Sleeve,White,Light,Half,Summer,Curved,Opaque,With,Machine Wash,Not Applicable,36,35,36,38,28,14,10,No,A-Line,,,0,0,,,,,,?215.00,?0.00,?150.00,,?45.00,4.56,100.00%,,,"2,099.00","1,196.00","1,199.00","2,096.00",799,"2,496.00",599,?410.00,"3,295.00",,37,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1ylkMjJn7P3KOXwYpsuSpqtwq-GW9tbVI
15077,https://drive.google.com/open?id=1s6VC8jQBM_Atnqymz309opio-dgp5xSr,Qurvii,712,,Shirt,Turquoise,Rayon,Turquoise blue full placket shirt with full cuff sleeves ,Turquoise Rayon Regular Fit Shirt with Curved Hemline,Reyon ,In store and available,2.75,60,,In store and available,,,,,,,Buttons,In store and available,8,5,,,,,,,,,,3,Solid,"Casual, Smart Casual",Not Applicable,New Basics,Regular Fit,Classic Collar,Cuff Sleeve,Turquoise,Bright,Full,Summer,Curved,Opaque,Without,Machine Wash,Button,36,35,25,38,28,14,20,No,,,,0,,,0,,,,?165.00,?40.00,?150.00,,?45.00,4.44,100.00%,,,"1,999.00","1,196.00","1,199.00","1,996.00",799,"2,396.00",599,?400.00,"3,195.00",,36,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1s6VC8jQBM_Atnqymz309opio-dgp5xSr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
15076,https://drive.google.com/open?id=1LBeTEY5fi9BaMyziEUsXu5dPCIMKfsQ1,Qurvii,714,,Top,Green,Rayon,Pista Green rayon v-neck top ,Green Rayon Regular Fit Top with Straight Hemline,Reyon ,In store and available,2.75,60,,,,,,,,,,,,,,,,,,,,,,3,Solid,"Casual, Smart Casual",V Neck,New Basics,Regular Fit,Collarless,Roll-up Sleeve,Mint Green,Light,Half,Summer,Straight,Opaque,Without,Machine Wash,Button,36,35,28.5,38,28,14,8,No,,Tunic,,0,,,,,,,?165.00,?0.00,?150.00,,?45.00,4,100.00%,,,"1,799.00","1,096.00","1,099.00","1,796.00",699,"2,196.00",499,?360.00,"2,895.00",,32,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1LBeTEY5fi9BaMyziEUsXu5dPCIMKfsQ1
15075,https://drive.google.com/open?id=1Abj9uVWqGJKwngwl0JOzGsAvYi4fW_dP,Qurvii,518,,Shirt,Pink,Rayon,Pink rayon half placket shirt ,Pink Rayon Regular Fit Shirt with Curved Hemline,Reyon ,In store and available,2.75,60,,,,,,,,,Buttons,In store and available,4,5,Fusing,In store and available,0.25,10,,,,,,3,Solid,"Casual, Festival",Mandarin Collar,New Basics,Regular Fit,Mandarin Collar,Not Applicable,Pink,Light,Three Quarter,Summer,Curved,Opaque,Without,Machine Wash,Button,36,35,27,38,28,14,17.5,No,,1/2 Placket Mandrain collar Shirt,,0,,,0,0,,,?165.00,?22.50,?150.00,,?45.00,4.25,100.00%,,,"1,899.00","1,196.00","1,099.00","1,996.00",799,"2,296.00",599,?382.50,"3,095.00",,34,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1Abj9uVWqGJKwngwl0JOzGsAvYi4fW_dP
15074,https://drive.google.com/open?id=10FAVeXIb9xMHsFsP3GJDpL7yeX2MTehN,Qurvii,710,,Shirt,Green,Crepe,Tropical print Resort shirt ,Green Crepe Regular Fit Shirt with Curved Hemline,Crepe ,In store and available,2.75,40,,,,,,,,,Buttons,In store and available,8,3,,,,,,,,,,3,Tropical,"Casual, Smart Casual",Classic Shirt,Tropical,Regular Fit,Classic Collar,Roll-up Sleeve,White,Dark,Half,Summer,Curved,Opaque,Without,Machine Wash,Button,36,35,27,38,28,14,8,No,,Classic Collar,,0,,,0,,,,?110.00,?24.00,?150.00,,?45.00,3.66,100.00%,,,"1,599.00",996,999,"1,596.00",699,"1,896.00",499,?329.00,"2,595.00",,30,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=10FAVeXIb9xMHsFsP3GJDpL7yeX2MTehN
15073,https://drive.google.com/open?id=11Q-rarTP7iUWzZ12OEQntmxG2w0UUzo0,Qurvii,721,,Shirt,Multi,Georgette,big multicolor polka shirt ,Multi Georgette Regular Fit Shirt with Curved Hemline,Georgette ,In store and available,2.75,40,,,,,,,,,Buttons,In store and available,4,5,Fusing,In store and available,0.25,10,,,,,,3,Polka,"Casual, Beach, Active",Mandarin Collar,Polka Dots,Regular Fit,Mandarin Collar,Regular,Multi,Bright,Three Quarter,Summer,Curved,Sheer,Without,Machine Wash,Button,36,35,27,38,28,14,17,No,,1/2 Placket Mandrain collar Shirt,,0,,,0,0,,,?110.00,?22.50,?150.00,,?45.00,3.64,100.00%,,,"1,599.00",996,999,"1,596.00",699,"1,896.00",499,?327.50,"2,595.00",,30,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=11Q-rarTP7iUWzZ12OEQntmxG2w0UUzo0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
15072,https://drive.google.com/open?id=1Dxj-818xWNwyenDff0wYP49veGs7FJZ_,Qurvii,518,,Shirt,Gray,Chiffon,Grey solid half placket shirt ,Gray Chiffon Regular Fit Shirt with Curved Hemline,Chiffon ,In store and available,2.75,60,,,,,,,,,Fusing,In store and available,0.25,20,Buttons,In store and available,5,5,,,,,,3,Solid,"Casual, Active",Mandarin Collar,Sheer,Regular Fit,Mandarin Collar,CapSleeve,Gray,Light,Three Quarter,Summer,Curved,Sheer,Without,Hand Wash,Button,36,35,27,38,28,14,17,No,Shirt,,,0,,,0,0,,,?165.00,?30.00,?150.00,,?45.00,4.33,100.00%,,,"1,999.00","1,096.00","1,199.00","1,896.00",799,"2,296.00",599,?390.00,"3,095.00",,35,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1Dxj-818xWNwyenDff0wYP49veGs7FJZ_
15071,https://drive.google.com/open?id=1MpOFQxtX1GhGucCfJEzhxxsLm7NzNI9B,Qurvii,695,,Top,Olive,Georgette,olive floral georgette V-neck top,Olive Georgette Regular Fit Top with Curved Hemline,georgette ,In store and available,2.5,50,,,,,,,,,,,,,,,,,,,,,,3,Floral,"Casual, Formal, Day",V Neck,"Floral, New Basics",Regular Fit,Collarless,Flutter Sleeve,White,Light,Short,"Summer, Spring",Curved,Sheer,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,6,No,,Top,,0,,,,,,,?125.00,?0.00,?150.00,,?45.00,3.56,100.00%,,,"1,599.00",996,999,"1,596.00",599,"1,996.00",499,?320.00,"2,595.00",2nd Discount,29,98.88%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1MpOFQxtX1GhGucCfJEzhxxsLm7NzNI9B
15070,https://drive.google.com/open?id=1YTDmyFWSxtZjxmFWGXnwtD3UAW60xyEg,Qurvii,10142,,Shrug,Navy,Georgette,Navy stripe shrug ,Navy Georgette Regular Fit Shrug with Straight Hemline,georgette ,In store and available,2.75,45,,,,,,,,,,,,,,,,,,,,,,3,Stripe,"Casual, Beach",Not Applicable,"Striped, New Basics",Regular Fit,Not Applicable,Not Applicable,Red,Dark,Three Quarter,"Summer, Spring",Straight,Sheer,Without,Machine Wash,Not Applicable,36,35,35,38,28,14,16.5,No,,,,0,,,,,,,?123.75,?0.00,?150.00,,?45.00,3.54,100.00%,,,"1,599.00",996,999,"1,596.00",599,"1,996.00",499,?318.75,"2,595.00",2nd Discount,29,98.88%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1YTDmyFWSxtZjxmFWGXnwtD3UAW60xyEg
15069,https://drive.google.com/open?id=1ClM13m2tVpXqAHnxA4F-Qg7XNzucW_CP,Qurvii,710,,Shirt,Navy,Georgette,navy stripe shirt ,Navy Georgette Regular Fit Shirt with Hi-Low Hemline,georgette ,In store and available,3,45,,,,,,,,,Buttons,In store and available,8,6,,,,,,,,,,3,Stripe,"Casual, Smart Casual",Not Applicable,Stripes New Basics,Regular Fit,Classic Collar,Not Applicable,Red,Bright,Short,"Summer, Spring",Hi-Low,Sheer,Without,Machine Wash,Button,36,35,28,38,28,14,8,No,Shirt,,,0,,,0,,,,?135.00,?48.00,?150.00,,?45.00,4.2,100.00%,,,"1,899.00","1,096.00","1,099.00","1,896.00",799,"2,196.00",599,?378.00,"2,995.00",2nd Discount,34,98.86%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1ClM13m2tVpXqAHnxA4F-Qg7XNzucW_CP
15068,https://drive.google.com/open?id=1QIhNHjUZnctFmV328HXQiwkAN_QGgPei,Qurvii,710,,Shirt,Beige,Georgette,beige stripe shirt ,Beige Georgette Regular Fit Shirt with Hi-Low Hemline,georgette ,In store and available,3,45,,,,,,,,,Buttons,In store and available,8,6,,,,,,,,,,3,Stripe,"Casual, Smart Casual",Not Applicable,New Basics,Regular Fit,Classic Collar,Not Applicable,Black,Light,Short,"Summer, Spring",Hi-Low,Sheer,Without,Machine Wash,Button,36,35,28,38,28,14,8,No,Shirt,,,0,,,0,,,,?135.00,?48.00,?150.00,,?45.00,4.2,100.00%,,,"1,899.00","1,096.00","1,099.00","1,896.00",799,"2,196.00",599,?378.00,"2,995.00",2nd Discount,34,98.86%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1QIhNHjUZnctFmV328HXQiwkAN_QGgPei
15067,https://drive.google.com/open?id=1uYps6Pwlh0gRV4CPn_ieuwMktPbLztGO,Qurvii,710,,Shirt,Pink,Crepe,onion Pink plaid shirt ,Pink Crepe Regular Fit Shirt with Hi-Low Hemline,crepe ,In store and available,3,45,,,,,,,,,Buttons,In store and available,8,6,,,,,,,,,,3,Check,"Casual, Smart Casual",Not Applicable, New Basics,Regular Fit,Classic Collar,CapSleeve,White,Light,Short,"Summer, Spring",Hi-Low,Opaque,Without,Machine Wash,Button,36,35,28,38,28,14,28,No,,Classic Collar,,0,,,0,,,,?135.00,?48.00,?150.00,,?45.00,4.2,100.00%,,,"1,899.00","1,096.00","1,099.00","1,896.00",799,"2,196.00",599,?378.00,"2,995.00",2nd Discount,34,98.86%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1uYps6Pwlh0gRV4CPn_ieuwMktPbLztGO
15066,https://drive.google.com/open?id=1RhZFAftT1Y0M-M0pYNE-Fd7Ht8xE5IMT,Qurvii,710,,Shirt,Teal Green,Crepe,Teal green plaid shirt ,Teal Green Crepe Regular Fit Shirt with Hi-Low Hemline,crepe ,In store and available,3,45,,,,,,,,,Buttons,In store and available,8,6,,,,,,,,,,3,Check,"Casual, Smart Casual",Not Applicable,Micro pattern,Regular Fit,Classic Collar,CapSleeve,White,Light,Short,"Summer, Spring",Hi-Low,Opaque,Without,Machine Wash,Button,36,35,28,38,28,14,8,No,,Classic Collar,,0,,,0,,,,?135.00,?48.00,?150.00,,?45.00,4.2,100.00%,,,"1,899.00","1,096.00","1,099.00","1,896.00",799,"2,196.00",599,?378.00,"2,995.00",2nd Discount,34,98.86%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1RhZFAftT1Y0M-M0pYNE-Fd7Ht8xE5IMT
15065,https://drive.google.com/open?id=1yWjE93Grj5G-jpziF8SYwc8tMh-pnQfs,Qurvii,10139,,Dress,Turquoise,Georgette,Turquoise abstract print dress ,Turquoise Georgette Regular Fit Dress with Curved Hemline and With Lining,georgette ,In store and available,3.25,45,lining,In store and available,2,40,,,,,,,,,,,,,,,,,,3,Abstract,"Evening, Festival",V Neck,"Abstract, Bohemian",Regular Fit,Not Applicable,Not Applicable,Turquoise,Light,Three Quarter,"Summer, Spring",Curved,Opaque,With,Machine Wash,Not Applicable,36,35,36,38,28,14,17,No,A-Line,,,0,0,,,,,,?226.25,?0.00,?150.00,,?45.00,4.68,100.00%,,,"2,099.00","1,296.00","1,299.00","2,096.00",799,"2,596.00",599,?421.25,"3,395.00",2nd Discount,38,98.88%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1yWjE93Grj5G-jpziF8SYwc8tMh-pnQfs
15064,https://drive.google.com/open?id=109GDGX1k8FlNJFP6UNRJBsQ48KhAHTcf,Qurvii,518,,Shirt,Turquoise,Georgette,Turquoise abstract print half placket shirt,Turquoise Georgette Regular Fit Shirt with Curved Hemline,georgette ,In store and available,3,45,,,,,,,,,Buttons,In store and available,4,6,Fusing,In store and available,0.25,10,,,,,,3,Abstract,"Casual, Beach",Mandarin Collar,Abstract,Regular Fit,Mandarin Collar,Not Applicable,Turquoise,Light,Three Quarter,"Summer, Spring",Curved,Semi Sheer,Without,Machine Wash,Button,36,35,28,38,28,14,17,No,,1/2 placket mandrain V neck,,0,,,0,0,,,?135.00,?26.50,?150.00,,?45.00,3.96,100.00%,,,"1,799.00","1,096.00","1,099.00","1,796.00",699,"2,196.00",499,?356.50,"2,895.00",2nd Discount,32,98.89%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=109GDGX1k8FlNJFP6UNRJBsQ48KhAHTcf
15063,https://drive.google.com/open?id=18fSISuk2IbthZg0kuaSfF3zhu-j2xINV,Qurvii,708,,Top,Black,Crepe,black polka drop shoulder top ,Black Crepe Regular Fit Top with Straight Hemline,crepe,In store and available,2.5,45,,,,,,,,,,,,,,,,,,,,,,3,Polka,"Casual, Smart Casual",V Neck, Polka Dots,Regular Fit,Collarless,Not Applicable,White,Dark,Short,"Summer, Spring",Straight,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,7.5,No,,,,0,,,,,,,?112.50,?0.00,?150.00,,?45.00,3.42,100.00%,,,"1,499.00",996,899,"1,596.00",599,"1,896.00",499,?307.50,"2,495.00",2nd Discount,28,98.88%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=18fSISuk2IbthZg0kuaSfF3zhu-j2xINV
15062,https://drive.google.com/open?id=1YicmVgTmgXuj-VNXskcYQQErGwyCP18B,Qurvii,423,,Top,Black,Crepe,Mix media solid tunic,Black Crepe Regular Fit Top with Curved Hemline,crepe ,In store and available,2.75,45,net,In store and available,1,60,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,New Basics,Regular Fit,Collarless,Not Applicable,Black,Dark,Three Quarter,"Summer, Spring",Curved,Opaque,Without,Hand Wash,Not Applicable,36,35,28,38,28,14,28,No,,,,0,0,,,,,,?183.75,?0.00,?150.00,,?45.00,4.21,100.00%,,,"1,899.00","1,096.00","1,099.00","1,896.00",799,"2,196.00",599,?378.75,"2,995.00",2nd Discount,34,98.86%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1YicmVgTmgXuj-VNXskcYQQErGwyCP18B
15061,https://drive.google.com/open?id=1QVkLDm3x3ph9DL2FsSzW8Q8gtKzkvb2E,Qurvii,518,,Shirt,Multi,Georgette,Multi geometric print shirt ,Multi Georgette Regular Fit Shirt with Curved Hemline,georgette ,In store and available,2.75,45,,,,,,,,,Buttons,In store and available,4,6,Fusing,In store and available,0.25,10,,,,,,3,Geometric,"Casual, Beach",Mandarin Collar,"Bohemian, Geometric",Regular Fit,Mandarin Collar,Other,Multi,Pastel,Three Quarter,"Summer, Spring",Curved,Sheer,Without,Machine Wash,Button,36,35,27,38,28,14,18,No,Shirt,,,0,,,0,0,,,?123.75,?26.50,?150.00,,?45.00,3.84,100.00%,,,"1,699.00","1,096.00",999,"1,796.00",699,"2,096.00",499,?345.25,"2,795.00",2nd Discount,31,98.89%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1QVkLDm3x3ph9DL2FsSzW8Q8gtKzkvb2E
15060,https://drive.google.com/open?id=1RRgFQrDq_8RyGFEHywpN_-ap8KBILKY-,Qurvii,10142,,Shrug,Multi,Georgette,Multi geometric print shrug ,Multi Georgette Regular Fit Shrug with Straight Hemline,georgette ,In store and available,2.75,45,,,,,,,,,,,,,,,,,,,,,,3,Geometric,"Casual, Beach, Active",Not Applicable,"Bohemian, Geometric",Regular Fit,Collarless,Regular,Multi,Pastel,Three Quarter,"Summer, Spring",Straight,Sheer,Without,Machine Wash,Not Applicable,36,35,35,38,28,14,17,No,,,,0,,,,,,,?123.75,?0.00,?150.00,,?45.00,3.54,100.00%,,,"1,599.00",996,999,"1,596.00",599,"1,996.00",499,?318.75,"2,595.00",2nd Discount,29,98.88%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1RRgFQrDq_8RyGFEHywpN_-ap8KBILKY-
15059,https://drive.google.com/open?id=1tJRSOQaqbKlZud_QK2rzY788NR4frpOp,Qurvii,560,,Dress,Red,Georgette,Red small polka dress,Red Georgette Regular Fit Dress with Curved Hemline and With Lining,georgette ,In store and available,3.5,45,lining ,In store and available,2,40,,,,,Buttons,In store and available,4,6,Fusing,In store and available,0.25,10,,,,,,3,Polka,"Evening, Party, Festival",Round Neck,Ruffles,Regular Fit,Not Applicable,Cuff Sleeve,White,Dark,Full,"Summer, Spring",Curved,Opaque,With,Machine Wash,Button,36,35,36,38,28,14,23,No,A-Line,,,0,0,,0,0,,,?237.50,?26.50,?150.00,,?45.00,5.1,100.00%,,,"2,299.00","1,396.00","1,399.00","2,296.00",899,"2,796.00",699,?459.00,"3,695.00",2nd Discount,41,98.89%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1tJRSOQaqbKlZud_QK2rzY788NR4frpOp
15058,https://drive.google.com/open?id=1aWJUYciOevPJbKz5IU3_ttll1_856W-x,Qurvii,623,,Kaftan,Neon Green,Georgette,neon green tropical print kaftan top,Neon Green Georgette Regular Fit Kaftan with Asymmetric Hemline,georgette ,In store and available,2.5,60,,,,,,,,,,,,,,,,,,,,,,3,Tropical,"Casual, Beach",V Neck,"Bohemian, Tropical",Regular Fit,Not Applicable,Other,Black,Bright,,"Summer, Spring",Asymmetric,Sheer,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,,No,,,,0,,,,,,,?150.00,?0.00,?150.00,,?45.00,3.83,100.00%,,,"1,699.00","1,096.00",999,"1,796.00",699,"2,096.00",499,?345.00,"2,795.00",2nd Discount,31,98.89%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1aWJUYciOevPJbKz5IU3_ttll1_856W-x
15057,https://drive.google.com/open?id=1ftxy8aqiPb6ICi_g9p3vsq4yw6kgUILW,Qurvii,695,,Top,White,Georgette,white polka georgette V-neck top,White Georgette Regular Fit Top with Curved Hemline,georgette ,In store and available,2.5,50,,,,,,,,,,,0,0,Fusing,In store and available,0.25,10,,,,,,3,Polka,"Casual, Smart Casual",V Neck,"Bohemian, Polka Dots",Regular Fit,Not Applicable,Flutter Sleeve,Black,Light,Short,"Summer, Spring",Curved,Sheer,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,6,No,Other,Top,,0,,,,,,,?125.00,?2.50,?150.00,,?45.00,3.58,100.00%,,,"1,599.00",996,999,"1,596.00",599,"1,996.00",499,?322.50,"2,595.00",2nd Discount,29,98.88%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1ftxy8aqiPb6ICi_g9p3vsq4yw6kgUILW
15056,https://drive.google.com/open?id=1Y1uLW_g-JNV9v2fT44QWMKKKUknnHRln,Qurvii,514,,Shirt,Green,Crepe,green and white stripe with mandrain collar top and bell sleeves,Green Crepe Regular Fit Shirt with Curved Hemline,crepe,In store and available,2.5,55,,,,,,,,,Buttons,In store and available,4,6,Fusing,In store and available,0.25,10,,,,,,3,Stripe,"Casual, Smart Casual",Mandarin Collar,New Basics,Regular Fit,Not Applicable,Bell Sleeve,White,Dark,Full,"Summer, Spring",Curved,Opaque,Without,Machine Wash,Button,36,35,27.5,38,28,14,20,No,Shirt,1/2 placket mandrain V neck,,0,,,0,0,,,?137.50,?26.50,?150.00,,?45.00,3.99,100.00%,,,"1,799.00","1,096.00","1,099.00","1,796.00",699,"2,196.00",499,?359.00,"2,895.00",2nd Discount,32,98.89%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1Y1uLW_g-JNV9v2fT44QWMKKKUknnHRln
15055,https://drive.google.com/open?id=11pDUjfMuz-6984bcLNZFg9DTC6dVcmLQ,Qurvii,10139,,Dress,Pink,Georgette,A-line pink polka georgette dress,Pink Georgette Regular Fit Dress with Curved Hemline and With Lining,georgette ,In store and available,3.25,50,lining ,In store and available,2,40,,,,,,,,,,,,,,,,,,3,Polka,"Evening, Casual, Beach, Active",V Neck,Polka Dots,Regular Fit,Collarless,Bell Sleeve,Black,Light,Full,"Summer, Spring",Curved,Opaque,With,Machine Wash,Not Applicable,36,35,36,38,28,14,20,No,A-Line,,,0,0,,,,,,?242.50,?0.00,?150.00,,?45.00,4.86,100.00%,,,"2,199.00","1,296.00","1,299.00","2,196.00",899,"2,596.00",699,?437.50,"3,495.00",2nd Discount,39,98.88%,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=11pDUjfMuz-6984bcLNZFg9DTC6dVcmLQ
